"activity" "subject" "variable" "mean"
"LAYING" 30 "tBodyAccJerk_mean___Z" -0.000653871890373369
"LAYING" 30 "tBodyAccJerk_std___X" -0.679007254150131
"LAYING" 30 "tBodyAccJerk_std___Y" -0.6607705539047
"LAYING" 30 "tBodyAccJerk_std___Z" -0.781644485013055
"LAYING" 30 "tBodyGyro_mean___X" -0.0354229280326632
"LAYING" 30 "tBodyGyro_mean___Y" -0.0717482452402089
"LAYING" 30 "tBodyGyro_mean___Z" 0.0834544586693995
"LAYING" 30 "tBodyGyro_std___X" -0.671005846122715
"LAYING" 30 "tBodyGyro_std___Y" -0.538990663942298
"LAYING" 30 "tBodyGyro_std___Z" -0.589783442185379
"LAYING" 30 "tBodyGyroJerk_mean___X" -0.0926769005274151
"LAYING" 30 "tBodyGyroJerk_mean___Y" -0.0412903779669452
"LAYING" 30 "tBodyGyroJerk_mean___Z" -0.0493556177875196
"LAYING" 30 "tBodyGyroJerk_std___X" -0.780636429556136
"LAYING" 30 "tBodyGyroJerk_std___Y" -0.79894807305483
"LAYING" 30 "tBodyGyroJerk_std___Z" -0.76322854691906
"LAYING" 30 "tBodyAccMag_mean__" -0.538131194183003
"LAYING" 30 "tBodyAccMag_std__" -0.588158111633681
"LAYING" 30 "tGravityAccMag_mean__" -0.538131194183003
"LAYING" 30 "tGravityAccMag_std__" -0.588158111633681
"LAYING" 30 "tBodyAccJerkMag_mean__" -0.697050126998956
"LAYING" 30 "tBodyAccJerkMag_std__" -0.658972148093473
"LAYING" 30 "tBodyGyroMag_mean__" -0.510032754098198
"LAYING" 30 "tBodyGyroMag_std__" -0.573779428671018
"LAYING" 30 "tBodyGyroJerkMag_mean__" -0.785870931331593
"LAYING" 30 "tBodyGyroJerkMag_std__" -0.810398514673629
"LAYING" 30 "fBodyAcc_mean___X" -0.635650125322193
"LAYING" 30 "fBodyAcc_mean___Y" -0.55849001001906
"LAYING" 30 "fBodyAcc_mean___Z" -0.634958546900783
"LAYING" 30 "fBodyAcc_std___X" -0.609238911508407
"LAYING" 30 "fBodyAcc_std___Y" -0.531321491840992
"LAYING" 30 "fBodyAcc_std___Z" -0.506570361273995
"LAYING" 30 "fBodyAcc_meanFreq___X" -0.302775397984856
"LAYING" 30 "fBodyAcc_meanFreq___Y" -0.0844208556775196
"LAYING" 30 "fBodyAcc_meanFreq___Z" -0.0415480598651175
"LAYING" 30 "fBodyAccJerk_mean___X" -0.685307771157441
"LAYING" 30 "fBodyAccJerk_mean___Y" -0.671673670524282
"LAYING" 30 "fBodyAccJerk_mean___Z" -0.755432212793734
"LAYING" 30 "fBodyAccJerk_std___X" -0.701879208571802
"LAYING" 30 "fBodyAccJerk_std___Y" -0.672622022924282
"LAYING" 30 "fBodyAccJerk_std___Z" -0.807184940939948
"LAYING" 30 "fBodyAccJerk_meanFreq___X" -0.131649976206266
"LAYING" 30 "fBodyAccJerk_meanFreq___Y" -0.294148321077076
"LAYING" 30 "fBodyAccJerk_meanFreq___Z" -0.168604693962381
"LAYING" 30 "fBodyGyro_mean___X" -0.667418236692689
"LAYING" 30 "fBodyGyro_mean___Y" -0.629910665959817
"LAYING" 30 "fBodyGyro_mean___Z" -0.615699347830287
"LAYING" 30 "fBodyGyro_std___X" -0.676801995680601
"LAYING" 30 "fBodyGyro_std___Y" -0.496310421449608
"LAYING" 30 "fBodyGyro_std___Z" -0.620253390415144
"LAYING" 30 "fBodyGyro_meanFreq___X" -0.231709876750131
"LAYING" 30 "fBodyGyro_meanFreq___Y" -0.361122796402089
"LAYING" 30 "fBodyGyro_meanFreq___Z" -0.201705723987467
"LAYING" 30 "fBodyAccMag_mean__" -0.600372067046214
"LAYING" 30 "fBodyAccMag_std__" -0.646522810920757
"LAYING" 30 "fBodyAccMag_meanFreq__" -0.0301197123824804
"LAYING" 30 "fBodyBodyAccJerkMag_mean__" -0.656339723754047
"LAYING" 30 "fBodyBodyAccJerkMag_std__" -0.664600262443812
"LAYING" 30 "fBodyBodyAccJerkMag_meanFreq__" 0.0817046208143603
"LAYING" 30 "fBodyBodyGyroMag_mean__" -0.669600510563003
"LAYING" 30 "fBodyBodyGyroMag_std__" -0.589192650089817
"LAYING" 30 "fBodyBodyGyroMag_meanFreq__" -0.205094596687206
"LAYING" 30 "fBodyBodyGyroJerkMag_mean__" -0.811292332428198
"LAYING" 30 "fBodyBodyGyroJerkMag_std__" -0.822805618746736
"LAYING" 30 "fBodyBodyGyroJerkMag_meanFreq__" 0.0433050556386684
"SITTING" 8 "tBodyAcc_mean___X" 0.265556589446927
"SITTING" 8 "tBodyAcc_mean___Y" -0.0203467625075978
"SITTING" 8 "tBodyAcc_mean___Z" -0.105083983984358
"SITTING" 8 "tBodyAcc_std___X" -0.502699525770391
"SITTING" 8 "tBodyAcc_std___Y" -0.242994007530726
"SITTING" 8 "tBodyAcc_std___Z" -0.363216848830168
"SITTING" 8 "tGravityAcc_mean___X" 0.668092950782123
"SITTING" 8 "tGravityAcc_mean___Y" -0.0520150292813408
"SITTING" 8 "tGravityAcc_mean___Z" 0.0331423877814525
"SITTING" 8 "tGravityAcc_std___X" -0.942988336793296
"SITTING" 8 "tGravityAcc_std___Y" -0.944310386480447
"SITTING" 8 "tGravityAcc_std___Z" -0.90610826224581
"SITTING" 8 "tBodyAccJerk_mean___X" 0.0917685399526257
"SITTING" 8 "tBodyAccJerk_mean___Y" -0.000987307582614525
"SITTING" 8 "tBodyAccJerk_mean___Z" -0.0259521865934078
"SITTING" 8 "tBodyAccJerk_std___X" -0.490335946581006
"SITTING" 8 "tBodyAccJerk_std___Y" -0.380892233855866
"SITTING" 8 "tBodyAccJerk_std___Z" -0.586457549364246
"SITTING" 8 "tBodyGyro_mean___X" 0.024738364749162
"SITTING" 8 "tBodyGyro_mean___Y" -0.103746700655866
"SITTING" 8 "tBodyGyro_mean___Z" 0.0539935059407821
"SITTING" 8 "tBodyGyro_std___X" -0.624493083196648
"SITTING" 8 "tBodyGyro_std___Y" -0.491024448864804
"SITTING" 8 "tBodyGyro_std___Z" -0.380733150165363
"SITTING" 8 "tBodyGyroJerk_mean___X" -0.105480277744693
"SITTING" 8 "tBodyGyroJerk_mean___Y" -0.0432248501716201
"SITTING" 8 "tBodyGyroJerk_mean___Z" -0.056931431927933
"SITTING" 8 "tBodyGyroJerk_std___X" -0.65030267946648
"SITTING" 8 "tBodyGyroJerk_std___Y" -0.621661472464805
"SITTING" 8 "tBodyGyroJerk_std___Z" -0.635224078368715
"SITTING" 8 "tBodyAccMag_mean__" -0.360642734297765
"SITTING" 8 "tBodyAccMag_std__" -0.478154547792179
"SITTING" 8 "tGravityAccMag_mean__" -0.360642734297765
"SITTING" 8 "tGravityAccMag_std__" -0.478154547792179
"SITTING" 8 "tBodyAccJerkMag_mean__" -0.443233657336201
"SITTING" 8 "tBodyAccJerkMag_std__" -0.488311280762011
"SITTING" 8 "tBodyGyroMag_mean__" -0.384089748443911
"SITTING" 8 "tBodyGyroMag_std__" -0.514821632079888
"SITTING" 8 "tBodyGyroJerkMag_mean__" -0.620014686122905
"SITTING" 8 "tBodyGyroJerkMag_std__" -0.666549346351955
"SITTING" 8 "fBodyAcc_mean___X" -0.504445575653073
"SITTING" 8 "fBodyAcc_mean___Y" -0.273860298597765
"SITTING" 8 "fBodyAcc_mean___Z" -0.437275160035196
"SITTING" 8 "fBodyAcc_std___X" -0.504753273667598
"SITTING" 8 "fBodyAcc_std___Y" -0.276741161195531
"SITTING" 8 "fBodyAcc_std___Z" -0.37644968660838
"SITTING" 8 "fBodyAcc_meanFreq___X" -0.26712969319162
"SITTING" 8 "fBodyAcc_meanFreq___Y" -0.00293721608044693
"SITTING" 8 "fBodyAcc_meanFreq___Z" 0.065425414484581
"SITTING" 8 "fBodyAccJerk_mean___X" -0.509945204702793
"SITTING" 8 "fBodyAccJerk_mean___Y" -0.415829212913966
"SITTING" 8 "fBodyAccJerk_mean___Z" -0.557209276761452
"SITTING" 8 "fBodyAccJerk_std___X" -0.516777773293296
"SITTING" 8 "fBodyAccJerk_std___Y" -0.386874590900559
"SITTING" 8 "fBodyAccJerk_std___Z" -0.615102142452514
"SITTING" 8 "fBodyAccJerk_meanFreq___X" -0.02383839148
"SITTING" 8 "fBodyAccJerk_meanFreq___Y" -0.201155371167039
"SITTING" 8 "fBodyAccJerk_meanFreq___Z" -0.123552518957542
"SITTING" 8 "fBodyGyro_mean___X" -0.563925454569832
"SITTING" 8 "fBodyGyro_mean___Y" -0.490327494200559
"SITTING" 8 "fBodyGyro_mean___Z" -0.405833691139665
"SITTING" 8 "fBodyGyro_std___X" -0.645652378391061
"SITTING" 8 "fBodyGyro_std___Y" -0.497536296659218
"SITTING" 8 "fBodyGyro_std___Z" -0.43269229084581
"SITTING" 8 "fBodyGyro_meanFreq___X" -0.145670785473743
"SITTING" 8 "fBodyGyro_meanFreq___Y" -0.176103534420279
"SITTING" 8 "fBodyGyro_meanFreq___Z" -0.0679783688178212
"SITTING" 8 "fBodyAccMag_mean__" -0.427111328334078
"SITTING" 8 "fBodyAccMag_std__" -0.59384213912514
"SITTING" 8 "fBodyAccMag_meanFreq__" 0.123912840102179
"SITTING" 8 "fBodyBodyAccJerkMag_mean__" -0.442103958836313
"SITTING" 8 "fBodyBodyAccJerkMag_std__" -0.558810587379888
"SITTING" 8 "fBodyBodyAccJerkMag_meanFreq__" 0.27710509822905
"SITTING" 8 "fBodyBodyGyroMag_mean__" -0.549477566316201
"SITTING" 8 "fBodyBodyGyroMag_std__" -0.578223176773743
"SITTING" 8 "fBodyBodyGyroMag_meanFreq__" -0.0436386705603352
"SITTING" 8 "fBodyBodyGyroJerkMag_mean__" -0.650017653313408
"SITTING" 8 "fBodyBodyGyroJerkMag_std__" -0.714053548100559
"SITTING" 8 "fBodyBodyGyroJerkMag_meanFreq__" 0.224033151154749
"SITTING" 11 "tBodyAcc_mean___X" 0.27658531139557
"SITTING" 11 "tBodyAcc_mean___Y" -0.0191272531933228
"SITTING" 11 "tBodyAcc_mean___Z" -0.108941761642405
"SITTING" 11 "tBodyAcc_std___X" -0.58947649779557
"SITTING" 11 "tBodyAcc_std___Y" -0.490379346996835
"SITTING" 11 "tBodyAcc_std___Z" -0.665324314227848
"SITTING" 11 "tGravityAcc_mean___X" 0.730526184936709
"SITTING" 11 "tGravityAcc_mean___Y" 0.0527387028613924
"SITTING" 11 "tGravityAcc_mean___Z" 0.140209861246835
"SITTING" 11 "tGravityAcc_std___X" -0.975394457689873
"SITTING" 11 "tGravityAcc_std___Y" -0.957138770727848
"SITTING" 11 "tGravityAcc_std___Z" -0.956812000411392
"SITTING" 11 "tBodyAccJerk_mean___X" 0.0830134540658228
"SITTING" 11 "tBodyAccJerk_mean___Y" 0.0078044254343038
"SITTING" 11 "tBodyAccJerk_mean___Z" -0.00657424975259494
"SITTING" 11 "tBodyAccJerk_std___X" -0.659323083055063
"SITTING" 11 "tBodyAccJerk_std___Y" -0.608784226719937
"SITTING" 11 "tBodyAccJerk_std___Z" -0.842511816044304
"SITTING" 11 "tBodyGyro_mean___X" -0.0547328440272468
"SITTING" 11 "tBodyGyro_mean___Y" -0.0582275770813291
"SITTING" 11 "tBodyGyro_mean___Z" 0.087284109682356
"SITTING" 11 "tBodyGyro_std___X" -0.739922126628797
"SITTING" 11 "tBodyGyro_std___Y" -0.703501766487342
"SITTING" 11 "tBodyGyro_std___Z" -0.725016008797468
"SITTING" 11 "tBodyGyroJerk_mean___X" -0.0805473309873418
"SITTING" 11 "tBodyGyroJerk_mean___Y" -0.0493914065474684
"SITTING" 11 "tBodyGyroJerk_mean___Z" -0.0480140167267405
"SITTING" 11 "tBodyGyroJerk_std___X" -0.781738140601266
"SITTING" 11 "tBodyGyroJerk_std___Y" -0.868377254082279
"SITTING" 11 "tBodyGyroJerk_std___Z" -0.795490882468354
"SITTING" 11 "tBodyAccMag_mean__" -0.542825032813608
"SITTING" 11 "tBodyAccMag_std__" -0.612882270912658
"SITTING" 11 "tGravityAccMag_mean__" -0.542825032813608
"SITTING" 11 "tGravityAccMag_std__" -0.612882270912658
"SITTING" 11 "tBodyAccJerkMag_mean__" -0.679819504547468
"SITTING" 11 "tBodyAccJerkMag_std__" -0.664241760370253
"SITTING" 11 "tBodyGyroMag_mean__" -0.628367851066456
"SITTING" 11 "tBodyGyroMag_std__" -0.696771378957911
"SITTING" 11 "tBodyGyroJerkMag_mean__" -0.826829028481013
"SITTING" 11 "tBodyGyroJerkMag_std__" -0.866905012626582
"SITTING" 11 "fBodyAcc_mean___X" -0.619524028324684
"SITTING" 11 "fBodyAcc_mean___Y" -0.531455265662532
"SITTING" 11 "fBodyAcc_mean___Z" -0.750026145791139
"SITTING" 11 "fBodyAcc_std___X" -0.579491754749367
"SITTING" 11 "fBodyAcc_std___Y" -0.502570240243354
"SITTING" 11 "fBodyAcc_std___Z" -0.652095671108544
"SITTING" 11 "fBodyAcc_meanFreq___X" -0.224360420717722
"SITTING" 11 "fBodyAcc_meanFreq___Y" 0.0318551463759494
"SITTING" 11 "fBodyAcc_meanFreq___Z" 0.0502783009075316
"SITTING" 11 "fBodyAccJerk_mean___X" -0.676672987166456
"SITTING" 11 "fBodyAccJerk_mean___Y" -0.632374688606013
"SITTING" 11 "fBodyAccJerk_mean___Z" -0.825559590221519
"SITTING" 11 "fBodyAccJerk_std___X" -0.672195644346519
"SITTING" 11 "fBodyAccJerk_std___Y" -0.609444998247785
"SITTING" 11 "fBodyAccJerk_std___Z" -0.858259630601266
"SITTING" 11 "fBodyAccJerk_meanFreq___X" -0.0874254925382278
"SITTING" 11 "fBodyAccJerk_meanFreq___Y" -0.242572597206013
"SITTING" 11 "fBodyAccJerk_meanFreq___Z" -0.0992296316156962
"SITTING" 11 "fBodyGyro_mean___X" -0.709949332117089
"SITTING" 11 "fBodyGyro_mean___Y" -0.776852868955696
"SITTING" 11 "fBodyGyro_mean___Z" -0.708842979272152
"SITTING" 11 "fBodyGyro_std___X" -0.751758277167721
"SITTING" 11 "fBodyGyro_std___Y" -0.670892713066772
"SITTING" 11 "fBodyGyro_std___Z" -0.75596062835443
"SITTING" 11 "fBodyGyro_meanFreq___X" -0.111874925112848
"SITTING" 11 "fBodyGyro_meanFreq___Y" -0.181778028186076
"SITTING" 11 "fBodyGyro_meanFreq___Z" -0.0810951668035443
"SITTING" 11 "fBodyAccMag_mean__" -0.611528074359177
"SITTING" 11 "fBodyAccMag_std__" -0.674470159009494
"SITTING" 11 "fBodyAccMag_meanFreq__" 0.12725035020425
"SITTING" 11 "fBodyBodyAccJerkMag_mean__" -0.656133473274684
"SITTING" 11 "fBodyBodyAccJerkMag_std__" -0.676925075857595
"SITTING" 11 "fBodyBodyAccJerkMag_meanFreq__" 0.158363551858133
"SITTING" 11 "fBodyBodyGyroMag_mean__" -0.757585939588608
"SITTING" 11 "fBodyBodyGyroMag_std__" -0.711267219682278
"SITTING" 11 "fBodyBodyGyroMag_meanFreq__" -0.10978179348269
"SITTING" 11 "fBodyBodyGyroJerkMag_mean__" -0.864827011392405
"SITTING" 11 "fBodyBodyGyroJerkMag_std__" -0.879254016740506
"SITTING" 11 "fBodyBodyGyroJerkMag_meanFreq__" 0.11789211326962
"SITTING" 14 "tBodyAcc_mean___X" 0.270184596009288
"SITTING" 14 "tBodyAcc_mean___Y" -0.0162548178510526
"SITTING" 14 "tBodyAcc_mean___Z" -0.100985935692074
"SITTING" 14 "tBodyAcc_std___X" -0.611671118216099
"SITTING" 14 "tBodyAcc_std___Y" -0.374730765205077
"SITTING" 14 "tBodyAcc_std___Z" -0.29354271467452
"SITTING" 14 "tGravityAcc_mean___X" 0.672081224882353
"SITTING" 14 "tGravityAcc_mean___Y" -0.111701388781115
"SITTING" 14 "tGravityAcc_mean___Z" -0.161179728291022
"SITTING" 14 "tGravityAcc_std___X" -0.941245714736842
"SITTING" 14 "tGravityAcc_std___Y" -0.942377305312693
"SITTING" 14 "tGravityAcc_std___Z" -0.915927846160991
"SITTING" 14 "tBodyAccJerk_mean___X" 0.0741757467665015
"SITTING" 14 "tBodyAccJerk_mean___Y" 0.00443682723817957
"SITTING" 14 "tBodyAccJerk_mean___Z" -0.00253044692473994
"SITTING" 14 "tBodyAccJerk_std___X" -0.641964198633003
"SITTING" 14 "tBodyAccJerk_std___Y" -0.586459622773684
"SITTING" 14 "tBodyAccJerk_std___Z" -0.656855586102105
"SITTING" 14 "tBodyGyro_mean___X" 0.000253671358297214
"SITTING" 14 "tBodyGyro_mean___Y" -0.0954921154823529
"SITTING" 14 "tBodyGyro_mean___Z" 0.0606712446996904
"SITTING" 14 "tBodyGyro_std___X" -0.728661379340557
"SITTING" 14 "tBodyGyro_std___Y" -0.398959362766099
"SITTING" 14 "tBodyGyro_std___Z" -0.364478192502167
"SITTING" 14 "tBodyGyroJerk_mean___X" -0.107556127062003
"SITTING" 14 "tBodyGyroJerk_mean___Y" -0.0433200489340217
"SITTING" 14 "tBodyGyroJerk_mean___Z" -0.0450693836894427
"SITTING" 14 "tBodyGyroJerk_std___X" -0.7862917325387
"SITTING" 14 "tBodyGyroJerk_std___Y" -0.6979155314613
"SITTING" 14 "tBodyGyroJerk_std___Z" -0.638299064788854
"SITTING" 14 "tBodyAccMag_mean__" -0.453262620331889
"SITTING" 14 "tBodyAccMag_std__" -0.474058613408978
"SITTING" 14 "tGravityAccMag_mean__" -0.453262620331889
"SITTING" 14 "tGravityAccMag_std__" -0.474058613408978
"SITTING" 14 "tBodyAccJerkMag_mean__" -0.608973420309907
"SITTING" 14 "tBodyAccJerkMag_std__" -0.605144269857245
"SITTING" 14 "tBodyGyroMag_mean__" -0.416459776709257
"SITTING" 14 "tBodyGyroMag_std__" -0.471486714606811
"SITTING" 14 "tBodyGyroJerkMag_mean__" -0.700520939854799
"SITTING" 14 "tBodyGyroJerkMag_std__" -0.727023009383901
"SITTING" 14 "fBodyAcc_mean___X" -0.619513271851703
"SITTING" 14 "fBodyAcc_mean___Y" -0.455237617000929
"SITTING" 14 "fBodyAcc_mean___Z" -0.440650672343653
"SITTING" 14 "fBodyAcc_std___X" -0.609406374110062
"SITTING" 14 "fBodyAcc_std___Y" -0.376829989404644
"SITTING" 14 "fBodyAcc_std___Z" -0.275013722171486
"SITTING" 14 "fBodyAcc_meanFreq___X" -0.319171141631269
"SITTING" 14 "fBodyAcc_meanFreq___Y" -0.15308350824613
"SITTING" 14 "fBodyAcc_meanFreq___Z" -0.107844299474303
"SITTING" 14 "fBodyAccJerk_mean___X" -0.654385009392879
"SITTING" 14 "fBodyAccJerk_mean___Y" -0.598699531399381
"SITTING" 14 "fBodyAccJerk_mean___Z" -0.618712162187307
"SITTING" 14 "fBodyAccJerk_std___X" -0.661460356953251
"SITTING" 14 "fBodyAccJerk_std___Y" -0.60215894382322
"SITTING" 14 "fBodyAccJerk_std___Z" -0.694424996467802
"SITTING" 14 "fBodyAccJerk_meanFreq___X" -0.148657336754489
"SITTING" 14 "fBodyAccJerk_meanFreq___Y" -0.305355379229102
"SITTING" 14 "fBodyAccJerk_meanFreq___Z" -0.239200679844272
"SITTING" 14 "fBodyGyro_mean___X" -0.699166400749226
"SITTING" 14 "fBodyGyro_mean___Y" -0.50463317018839
"SITTING" 14 "fBodyGyro_mean___Z" -0.42391821438452
"SITTING" 14 "fBodyGyro_std___X" -0.740052209854489
"SITTING" 14 "fBodyGyro_std___Y" -0.348864187370186
"SITTING" 14 "fBodyGyro_std___Z" -0.407672097170898
"SITTING" 14 "fBodyGyro_meanFreq___X" -0.241341060754489
"SITTING" 14 "fBodyGyro_meanFreq___Y" -0.345434763249536
"SITTING" 14 "fBodyGyro_meanFreq___Z" -0.212818474897214
"SITTING" 14 "fBodyAccMag_mean__" -0.490874179820433
"SITTING" 14 "fBodyAccMag_std__" -0.548269930770588
"SITTING" 14 "fBodyAccMag_meanFreq__" -0.0600681274123529
"SITTING" 14 "fBodyBodyAccJerkMag_mean__" -0.596896308848452
"SITTING" 14 "fBodyBodyAccJerkMag_std__" -0.619215144539319
"SITTING" 14 "fBodyBodyAccJerkMag_meanFreq__" 0.137239545472136
"SITTING" 14 "fBodyBodyGyroMag_mean__" -0.543030528985449
"SITTING" 14 "fBodyBodyGyroMag_std__" -0.516930495917399
"SITTING" 14 "fBodyBodyGyroMag_meanFreq__" -0.138544755393189
"SITTING" 14 "fBodyBodyGyroJerkMag_mean__" -0.717590101802972
"SITTING" 14 "fBodyBodyGyroJerkMag_std__" -0.760560087962848
"SITTING" 14 "fBodyBodyGyroJerkMag_meanFreq__" 0.0907579516695975
"SITTING" 15 "tBodyAcc_mean___X" 0.27821340725
"SITTING" 15 "tBodyAcc_mean___Y" -0.016464484771311
"SITTING" 15 "tBodyAcc_mean___Z" -0.112563587594512
"SITTING" 15 "tBodyAcc_std___X" -0.556541173089329
"SITTING" 15 "tBodyAcc_std___Y" -0.481679537956006
"SITTING" 15 "tBodyAcc_std___Z" -0.705706623868902
"SITTING" 15 "tGravityAcc_mean___X" 0.688872511512195
"SITTING" 15 "tGravityAcc_mean___Y" 0.102660491875
"SITTING" 15 "tGravityAcc_mean___Z" 0.0372897701757012
"SITTING" 15 "tGravityAcc_std___X" -0.968733398628049
"SITTING" 15 "tGravityAcc_std___Y" -0.956369493993902
"SITTING" 15 "tGravityAcc_std___Z" -0.947240058048781
"SITTING" 15 "tBodyAccJerk_mean___X" 0.0776897411304878
"SITTING" 15 "tBodyAccJerk_mean___Y" 0.00489392052706402
"SITTING" 15 "tBodyAccJerk_mean___Z" -0.00440993190077744
"SITTING" 15 "tBodyAccJerk_std___X" -0.624055782158537
"SITTING" 15 "tBodyAccJerk_std___Y" -0.594312678045091
"SITTING" 15 "tBodyAccJerk_std___Z" -0.825820881576219
"SITTING" 15 "tBodyGyro_mean___X" -0.0281278780610671
"SITTING" 15 "tBodyGyro_mean___Y" -0.075878845519878
"SITTING" 15 "tBodyGyro_mean___Z" 0.0906658516
"SITTING" 15 "tBodyGyro_std___X" -0.696859473045732
"SITTING" 15 "tBodyGyro_std___Y" -0.708779069191463
"SITTING" 15 "tBodyGyro_std___Z" -0.721826987530488
"SITTING" 15 "tBodyGyroJerk_mean___X" -0.0960910108539634
"SITTING" 15 "tBodyGyroJerk_mean___Y" -0.0441270690182012
"SITTING" 15 "tBodyGyroJerk_mean___Z" -0.0555645456881098
"SITTING" 15 "tBodyGyroJerk_std___X" -0.731382711036585
"SITTING" 15 "tBodyGyroJerk_std___Y" -0.853956592073171
"SITTING" 15 "tBodyGyroJerk_std___Z" -0.795626198384146
"SITTING" 15 "tBodyAccMag_mean__" -0.527285352000488
"SITTING" 15 "tBodyAccMag_std__" -0.557147874176037
"SITTING" 15 "tGravityAccMag_mean__" -0.527285352000488
"SITTING" 15 "tGravityAccMag_std__" -0.557147874176037
"SITTING" 15 "tBodyAccJerkMag_mean__" -0.654799694757531
"SITTING" 15 "tBodyAccJerkMag_std__" -0.625660376546646
"SITTING" 15 "tBodyGyroMag_mean__" -0.617721779796037
"SITTING" 15 "tBodyGyroMag_std__" -0.675336960047866
"SITTING" 15 "tBodyGyroJerkMag_mean__" -0.805282669512195
"SITTING" 15 "tBodyGyroJerkMag_std__" -0.837120078079268
"SITTING" 15 "fBodyAcc_mean___X" -0.583772317445122
"SITTING" 15 "fBodyAcc_mean___Y" -0.507735205778384
"SITTING" 15 "fBodyAcc_mean___Z" -0.741745724698171
"SITTING" 15 "fBodyAcc_std___X" -0.547150855443902
"SITTING" 15 "fBodyAcc_std___Y" -0.501568435233384
"SITTING" 15 "fBodyAcc_std___Z" -0.711431340356707
"SITTING" 15 "fBodyAcc_meanFreq___X" -0.218637119967988
"SITTING" 15 "fBodyAcc_meanFreq___Y" 0.0505085375937378
"SITTING" 15 "fBodyAcc_meanFreq___Z" 0.0424519595017988
"SITTING" 15 "fBodyAccJerk_mean___X" -0.643469519361585
"SITTING" 15 "fBodyAccJerk_mean___Y" -0.609408057377744
"SITTING" 15 "fBodyAccJerk_mean___Z" -0.805543465588415
"SITTING" 15 "fBodyAccJerk_std___X" -0.637655155092835
"SITTING" 15 "fBodyAccJerk_std___Y" -0.605854882622652
"SITTING" 15 "fBodyAccJerk_std___Z" -0.845111060762195
"SITTING" 15 "fBodyAccJerk_meanFreq___X" -0.0490273566650701
"SITTING" 15 "fBodyAccJerk_meanFreq___Y" -0.197408729697561
"SITTING" 15 "fBodyAccJerk_meanFreq___Z" -0.0737834470521341
"SITTING" 15 "fBodyGyro_mean___X" -0.664354428856402
"SITTING" 15 "fBodyGyro_mean___Y" -0.760711411006098
"SITTING" 15 "fBodyGyro_mean___Z" -0.711194539920732
"SITTING" 15 "fBodyGyro_std___X" -0.709336168176829
"SITTING" 15 "fBodyGyro_std___Y" -0.684504735744512
"SITTING" 15 "fBodyGyro_std___Z" -0.751696527195122
"SITTING" 15 "fBodyGyro_meanFreq___X" -0.143256673841646
"SITTING" 15 "fBodyGyro_meanFreq___Y" -0.222137469043902
"SITTING" 15 "fBodyGyro_meanFreq___Z" -0.0579760577340244
"SITTING" 15 "fBodyAccMag_mean__" -0.562948391223628
"SITTING" 15 "fBodyAccMag_std__" -0.623655618198171
"SITTING" 15 "fBodyAccMag_meanFreq__" 0.0614279187379573
"SITTING" 15 "fBodyBodyAccJerkMag_mean__" -0.614817605125915
"SITTING" 15 "fBodyBodyAccJerkMag_std__" -0.643101167069512
"SITTING" 15 "fBodyBodyAccJerkMag_meanFreq__" 0.1584042182
"SITTING" 15 "fBodyBodyGyroMag_mean__" -0.732394493841463
"SITTING" 15 "fBodyBodyGyroMag_std__" -0.695346839682927
"SITTING" 15 "fBodyBodyGyroMag_meanFreq__" -0.149680864646374
"SITTING" 15 "fBodyBodyGyroJerkMag_mean__" -0.83680189402439
"SITTING" 15 "fBodyBodyGyroJerkMag_std__" -0.849634463841463
"SITTING" 15 "fBodyBodyGyroJerkMag_meanFreq__" 0.0955564233589329
"SITTING" 16 "tBodyAcc_mean___X" 0.277887440374317
"SITTING" 16 "tBodyAcc_mean___Y" -0.0158567888309016
"SITTING" 16 "tBodyAcc_mean___Z" -0.107263924445355
"SITTING" 16 "tBodyAcc_std___X" -0.668161498298634
"SITTING" 16 "tBodyAcc_std___Y" -0.649947067892896
"SITTING" 16 "tBodyAcc_std___Z" -0.603819902386066
"SITTING" 16 "tGravityAcc_mean___X" 0.700906130308743
"SITTING" 16 "tGravityAcc_mean___Y" -0.0605235993797814
"SITTING" 16 "tGravityAcc_mean___Z" 0.0402075536234973
"SITTING" 16 "tGravityAcc_std___X" -0.971156432131148
"SITTING" 16 "tGravityAcc_std___Y" -0.964727519945355
"SITTING" 16 "tGravityAcc_std___Z" -0.945294028639344
"SITTING" 16 "tBodyAccJerk_mean___X" 0.0775488885374317
"SITTING" 16 "tBodyAccJerk_mean___Y" 0.00884018328270219
"SITTING" 16 "tBodyAccJerk_mean___Z" -0.00143730005564208
"SITTING" 16 "tBodyAccJerk_std___X" -0.72786174352459
"SITTING" 16 "tBodyAccJerk_std___Y" -0.735080198043716
"SITTING" 16 "tBodyAccJerk_std___Z" -0.767873049380055
"SITTING" 16 "tBodyGyro_mean___X" -0.0122341446725137
"SITTING" 16 "tBodyGyro_mean___Y" -0.0724444803980874
"SITTING" 16 "tBodyGyro_mean___Z" 0.0730144651530055
"SITTING" 16 "tBodyGyro_std___X" -0.799534450491803
"SITTING" 16 "tBodyGyro_std___Y" -0.810124133715847
"SITTING" 16 "tBodyGyro_std___Z" -0.737629967961749
"SITTING" 16 "tBodyGyroJerk_mean___X" -0.107361614801257
"SITTING" 16 "tBodyGyroJerk_mean___Y" -0.0416615668939617
"SITTING" 16 "tBodyGyroJerk_mean___Z" -0.0539470410873497
"SITTING" 16 "tBodyGyroJerk_std___X" -0.858298719153005
